OBJECTID,Codigo_Muniicipio,Departamento,Municipio,Periodo_1980_1988,Periodo_1989_1996,Periodo_1997_2004,Periodo_2005_2014,Descripcion,Periodo,Fuente,Fecha_Actualizacion,Total_1989_2014,Shape_Length,Shape_Area
297,15763,BOYACÁ,SOTAQUIRÁ,0,0,13,12,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,25,0.926526773433726,0.0232702225331999
298,15764,BOYACÁ,SORACÁ,0,0,0,11,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,11,0.351032513591437,0.00454936725548247
299,15774,BOYACÁ,SUSACÓN,0,27,62,68,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,157,0.748386026437872,0.0149199870060564
300,15776,BOYACÁ,SUTAMARCHÁN,0,0,12,0,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,12,0.47189561606161,0.00844815509745371
301,15778,BOYACÁ,SUTATENZA,0,2,2,9,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,13,0.307706652860334,0.00335332727333362
302,15790,BOYACÁ,TASCO,1,3,21,30,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,55,0.810535798566425,0.0171143359817542
303,15798,BOYACÁ,TENZA,0,0,1,5,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,6,0.328585087780067,0.00373980614558753
304,15804,BOYACÁ,TIBANÁ,0,12,4,27,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,43,0.56083332724401,0.00993775643048954
305,15806,BOYACÁ,TIBASOSA,0,0,0,8,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,8,0.51061189852539,0.00765169304492913
306,15808,BOYACÁ,TINJACÁ,0,3,2,0,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,5,0.394506359298722,0.00650875349828553
307,15810,BOYACÁ,TIPACOQUE,6,0,15,0,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,21,0.371411566247102,0.0058775935151597
308,15814,BOYACÁ,TOCA,0,0,0,6,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,6,0.542314325266283,0.0137287688734421
309,15816,BOYACÁ,TOGÜÍ,0,0,25,34,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,59,0.477132976850427,0.00828349447549551
310,15820,BOYACÁ,TÓPAGA,0,0,6,13,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,19,0.271281152873695,0.00274432889518156
311,15822,BOYACÁ,TOTA,0,1,7,10,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,18,0.716828462226399,0.0159927852056417
312,15832,BOYACÁ,TUNUNGUÁ,12,6,13,38,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,69,0.251302615782856,0.00238551532656641
313,15835,BOYACÁ,TURMEQUÉ,0,1,4,6,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,11,0.388321124563645,0.00650191583107185
314,15837,BOYACÁ,TUTA,0,0,0,18,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,18,0.699769568119497,0.0135102197248431
315,15839,BOYACÁ,TUTAZÁ,0,0,30,59,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,89,0.503626837855868,0.00996219907626556
316,15180,BOYACÁ,CHISCAS,0,48,341,96,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,485,1.26465210377878,0.0538348995353274
317,15223,BOYACÁ,CUBARÁ,27,32,103,323,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,485,1.87186705838858,0.0962423035623498
318,15332,BOYACÁ,GÜICÁN DE LA SIERRA,0,80,121,48,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,249,1.53770155884612,0.077778097510134
319,17001,CALDAS,MANIZALES,19,81,1661,1519,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,3280,1.38894891446962,0.0359436982261223
320,17013,CALDAS,AGUADAS,3,159,1475,1252,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2889,1.37425644712903,0.0388068554400112
321,17486,CALDAS,NEIRA,1,44,670,562,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1277,1.32690420682066,0.0301057812713956
322,17446,CALDAS,MARULANDA,0,26,788,769,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1583,1.21035447877483,0.0307358183586436
323,17444,CALDAS,MARQUETALIA,0,67,4611,970,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,5648,0.552784444753421,0.0073674269132355
324,17442,CALDAS,MARMATO,0,30,91,252,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,373,0.311046802209157,0.00300803888679126
325,17433,CALDAS,MANZANARES,4,56,1218,947,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2225,0.711439372413693,0.0161383540603484
326,17388,CALDAS,LA MERCED,0,27,518,298,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,843,0.436427345499254,0.00722430855419828
327,17380,CALDAS,LA DORADA,32,177,1131,1915,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,3255,1.83217876255221,0.0448189033890409
328,17272,CALDAS,FILADELFIA,0,31,263,372,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,666,0.63530983657264,0.0157007887295427
329,17174,CALDAS,CHINCHINÁ,12,62,460,751,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1285,0.796258108888735,0.0089115071693383
330,17088,CALDAS,BELALCÁZAR,1,31,146,210,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,388,0.602514013800859,0.00923691122122946
331,17050,CALDAS,ARANZAZU,7,40,256,279,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,582,0.701567178058367,0.0121946314252345
332,17042,CALDAS,ANSERMA,51,223,1486,1638,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,3398,0.913895117158446,0.0170460104832765
333,17495,CALDAS,NORCASIA,25,62,307,655,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1049,0.961944480354897,0.0185701443393702
334,17877,CALDAS,VITERBO,15,95,164,228,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,502,0.651387187425181,0.00919580718911417
335,17873,CALDAS,VILLAMARÍA,8,13,272,434,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,727,1.11097085282033,0.0370832702837201
336,17867,CALDAS,VICTORIA,12,145,380,406,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,943,1.43351016572296,0.0455968569338037
337,17777,CALDAS,SUPÍA,60,94,623,596,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1373,0.577650056487194,0.00991720145433245
338,17665,CALDAS,SAN JOSÉ,6,23,134,170,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,333,0.47570370404772,0.00496284841448659
339,17662,CALDAS,SAMANÁ,197,892,26107,16283,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,43479,1.64133212224636,0.0618604610011227
340,17653,CALDAS,SALAMINA,17,92,1724,1029,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2862,1.13897659865065,0.0316469115043901
341,17616,CALDAS,RISARALDA,29,76,277,341,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,723,0.680056805398027,0.00732724170623011
342,17541,CALDAS,PENSILVANIA,93,395,12957,3587,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,17032,1.3113697303238,0.0406637550993011
343,17524,CALDAS,PALESTINA,10,60,343,316,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,729,0.601026136101303,0.00914570859476028
344,17513,CALDAS,PÁCORA,2,58,744,585,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,1389,0.780259403358019,0.02097010996124
345,17614,CALDAS,RIOSUCIO,139,352,4514,2789,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,7794,1.08487824068807,0.0313204402818165
346,18001,CAQUETÁ,FLORENCIA,206,527,12191,19705,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,32629,2.94250780462188,0.20692776912644
347,18029,CAQUETÁ,ALBANIA,23,110,2168,2213,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,4514,1.12105437171362,0.0335142396330906
348,18094,CAQUETÁ,BELÉN DE LOS ANDAQUÍES,56,107,3804,4681,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,8648,2.23388293560035,0.0967446681735543
349,18247,CAQUETÁ,EL DONCELLO,53,158,3840,7135,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,11186,3.15437031984262,0.0898674383533848
350,18256,CAQUETÁ,EL PAUJÍL,42,104,3593,5899,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,9638,3.52931590853216,0.100309283036655
351,18410,CAQUETÁ,LA MONTAÑITA,61,249,9447,12030,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,21787,3.40293900105904,0.138173507870588
352,18460,CAQUETÁ,MILÁN,37,199,5305,9069,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,14610,1.8631966501017,0.0991278187424318
353,18479,CAQUETÁ,MORELIA,12,60,1487,1330,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,2889,1.51868831210038,0.0375535626063357
354,18610,CAQUETÁ,SAN JOSÉ DEL FRAGUA,87,193,5742,8901,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,14923,2.11954219139621,0.106327260228105
355,18860,CAQUETÁ,VALPARAÍSO,56,179,9603,5084,Desplazamiento forzado histórico por municipios en Colombia,1980-2014,Elaboración propia del CNMH. Información geográfica del informe Una nación desplazada,2021/09/22 00:00:00+00,14922,2.31384814932964,0.108005511138766
